polygon_id,lon,lat
0,-79.89544677734375,19.683303833007812
0,-79.89544677734375,19.68663787841797
0,-79.8949966430664,19.687026977539062
0,-79.8941650390625,19.687026977539062
0,-79.8917236328125,19.68958282470703
0,-79.89002990722656,19.68958282470703
0,-79.8883056640625,19.691253662109375
0,-79.8866958618164,19.69122314453125
0,-79.88502502441406,19.692947387695312
0,-79.88419342041016,19.692947387695312
0,-79.88253021240234,19.69452667236328
0,-79.8816909790039,19.694580078125
0,-79.8812484741211,19.694969177246094
0,-79.8812484741211,19.695831298828125
0,-79.8808364868164,19.696250915527344
0,-79.88005828857422,19.69622039794922
0,-79.87838745117188,19.697891235351562
0,-79.87755584716797,19.697891235351562
0,-79.87669372558594,19.698745727539062
0,-79.8758316040039,19.69872283935547
0,-79.87419128417969,19.700393676757812
0,-79.87333679199219,19.700439453125
0,-79.87255859375,19.701248168945312
0,-79.87169647216797,19.701217651367188
0,-79.87088775634766,19.7020263671875
0,-79.87000274658203,19.70208740234375
0,-79.869140625,19.70288848876953
0,-79.8675308227539,19.702865600585938
0,-79.8667221069336,19.703720092773438
0,-79.86416625976562,19.703720092773438
0,-79.8633041381836,19.704559326171875
0,-79.8616943359375,19.704559326171875
0,-79.86088562011719,19.705413818359375
0,-79.85836029052734,19.70538330078125
0,-79.85749816894531,19.706253051757812
0,-79.85416412353516,19.706222534179688
0,-79.85336303710938,19.707077026367188
0,-79.85002899169922,19.707054138183594
0,-79.84919738769531,19.707916259765625
0,-79.84752655029297,19.707916259765625
0,-79.84669494628906,19.70874786376953
0,-79.84505462646484,19.70874786376953
0,-79.84419250488281,19.709556579589844
0,-79.8433609008789,19.709556579589844
0,-79.84163665771484,19.71125030517578
0,-79.84085845947266,19.71125030517578
0,-79.83924865722656,19.712890625
0,-79.83836364746094,19.712890625
0,-79.83672332763672,19.714553833007812
0,-79.83586120605469,19.714553833007812
0,-79.83335876464844,19.717056274414062
0,-79.83252716064453,19.717056274414062
0,-79.83002471923828,19.719558715820312
0,-79.82919311523438,19.7196044921875
0,-79.82502746582031,19.723724365234375
0,-79.82416534423828,19.72369384765625
0,-79.8237533569336,19.724166870117188
0,-79.8237533569336,19.7249755859375
0,-79.8233642578125,19.725418090820312
0,-79.82252502441406,19.725418090820312
0,-79.82003021240234,19.727859497070312
0,-79.81916809082031,19.727859497070312
0,-79.818359375,19.728721618652344
0,-79.8175277709961,19.728721618652344
0,-79.81666564941406,19.72955322265625
0,-79.81419372558594,19.72955322265625
0,-79.8133316040039,19.73041534423828
0,-79.81085968017578,19.730392456054688
0,-79.80999755859375,19.731246948242188
0,-79.80838775634766,19.731216430664062
0,-79.80750274658203,19.732086181640625
0,-79.8050308227539,19.7320556640625
0,-79.80416870117188,19.73291778564453
0,-79.80005645751953,19.732887268066406
0,-79.7991943359375,19.733749389648438
0,-79.79586029052734,19.733718872070312
0,-79.79499816894531,19.734580993652344
0,-79.79166412353516,19.73455810546875
0,-79.79088592529297,19.73541259765625
0,-79.78916931152344,19.73541259765625
0,-79.788330078125,19.736251831054688
0,-79.78669738769531,19.736251831054688
0,-79.78583526611328,19.737060546875
0,-79.78419494628906,19.737083435058594
0,-79.78336334228516,19.737884521484375
0,-79.78250122070312,19.737884521484375
0,-79.78083038330078,19.739578247070312
0,-79.77922058105469,19.739578247070312
0,-79.77835845947266,19.740447998046875
0,-79.77749633789062,19.740447998046875
0,-79.77586364746094,19.742027282714844
0,-79.7750015258789,19.742080688476562
0,-79.774169921875,19.742889404296875
0,-79.77336120605469,19.74285888671875
0,-79.7691650390625,19.747085571289062
0,-79.76836395263672,19.747085571289062
0,-79.76422119140625,19.751251220703125
0,-79.76335906982422,19.751220703125
0,-79.7608642578125,19.753753662109375
0,-79.75917053222656,19.75372314453125
0,-79.75836181640625,19.75457763671875
0,-79.75753021240234,19.75457763671875
0,-79.75672149658203,19.755447387695312
0,-79.75333404541016,19.755416870117188
0,-79.75252532958984,19.756271362304688
0,-79.74913787841797,19.756248474121094
0,-79.74835968017578,19.757110595703125
0,-79.74588775634766,19.757080078125
0,-79.74500274658203,19.75794219970703
0,-79.73672485351562,19.757888793945312
0,-79.73503112792969,19.756195068359375
0,-79.73332977294922,19.756248474121094
0,-79.73258209228516,19.755447387695312
0,-79.72755432128906,19.755416870117188
0,-79.72666931152344,19.75457763671875
0,-79.72419738769531,19.75457763671875
0,-79.72208404541016,19.75250244140625
0,-79.72211456298828,19.750831604003906
0,-79.72296905517578,19.749969482421875
0,-79.72291564941406,19.74749755859375
0,-79.724609375,19.745803833007812
0,-79.72463989257812,19.7449951171875
0,-79.72541809082031,19.744140625
0,-79.7254409790039,19.743331909179688
0,-79.73002624511719,19.738723754882812
0,-79.7308578491211,19.738723754882812
0,-79.73503112792969,19.734580993652344
0,-79.7358627319336,19.734580993652344
0,-79.73835754394531,19.732086181640625
0,-79.73916625976562,19.732086181640625
0,-79.73963928222656,19.731613159179688
0,-79.73958587646484,19.730804443359375
0,-79.74002838134766,19.73041534423828
0,-79.74085998535156,19.73041534423828
0,-79.74336242675781,19.727859497070312
0,-79.74422454833984,19.727859497070312
0,-79.74835968017578,19.72369384765625
0,-79.7491683959961,19.723724365234375
0,-79.75003051757812,19.722915649414062
0,-79.75086212158203,19.722915649414062
0,-79.75250244140625,19.721221923828125
0,-79.75336456298828,19.721221923828125
0,-79.75414276123047,19.720359802246094
0,-79.7566909790039,19.720382690429688
0,-79.75755310058594,19.719581604003906
0,-79.76002502441406,19.719558715820312
0,-79.76083374023438,19.71875
0,-79.76335906982422,19.71868896484375
0,-79.76416778564453,19.717910766601562
0,-79.7667236328125,19.717864990234375
0,-79.76750183105469,19.717086791992188
0,-79.76919555664062,19.717086791992188
0,-79.7699966430664,19.716217041015625
0,-79.77333068847656,19.71624755859375
0,-79.7741928100586,19.71539306640625
0,-79.77666473388672,19.715415954589844
0,-79.77752685546875,19.714553833007812
0,-79.77922058105469,19.714553833007812
0,-79.780029296875,19.713775634765625
0,-79.78336334228516,19.713722229003906
0,-79.78419494628906,19.71294403076172
0,-79.78669738769531,19.712890625
0,-79.7874755859375,19.712112426757812
0,-79.78916931152344,19.712051391601562
0,-79.79005432128906,19.71125030517578
0,-79.7925033569336,19.711273193359375
0,-79.7933578491211,19.710418701171875
0,-79.79586029052734,19.71044158935547
0,-79.79669189453125,19.709579467773438
0,-79.7991943359375,19.709579467773438
0,-79.8000259399414,19.70874786376953
0,-79.80252838134766,19.70874786376953
0,-79.80335998535156,19.707916259765625
0,-79.8050308227539,19.707916259765625
0,-79.80586242675781,19.707054138183594
0,-79.80672454833984,19.707054138183594
0,-79.80752563476562,19.706222534179688
0,-79.80913543701172,19.706222534179688
0,-79.80999755859375,19.705413818359375
0,-79.81169128417969,19.70538330078125
0,-79.8133316040039,19.703720092773438
0,-79.81419372558594,19.703720092773438
0,-79.81500244140625,19.702865600585938
0,-79.81583404541016,19.70288848876953
0,-79.81669616699219,19.70208740234375
0,-79.81747436523438,19.7020263671875
0,-79.8183364868164,19.701217651367188
0,-79.82003021240234,19.701248168945312
0,-79.82083129882812,19.700393676757812
0,-79.82167053222656,19.700393676757812
0,-79.82252502441406,19.6995849609375
0,-79.82421875,19.699554443359375
0,-79.82502746582031,19.698745727539062
0,-79.82585906982422,19.698745727539062
0,-79.82666778564453,19.697891235351562
0,-79.82749938964844,19.697921752929688
0,-79.82836151123047,19.697052001953125
0,-79.8300552368164,19.697052001953125
0,-79.83169555664062,19.695419311523438
0,-79.83502960205078,19.69544219970703
0,-79.83589172363281,19.694580078125
0,-79.83916473388672,19.69452667236328
0,-79.84002685546875,19.693748474121094
0,-79.84172058105469,19.693748474121094
0,-79.84249877929688,19.692886352539062
0,-79.844970703125,19.692916870117188
0,-79.84583282470703,19.692054748535156
0,-79.8475570678711,19.69207763671875
0,-79.84919738769531,19.690414428710938
0,-79.8499755859375,19.69036102294922
0,-79.85169219970703,19.68878173828125
0,-79.85255432128906,19.688720703125
0,-79.85338592529297,19.687911987304688
0,-79.85502624511719,19.687911987304688
